A,QU3,OWN_NL,M2,PT	: 	128.8 
A,QU3,OWN_NL,M2,RO	: 	54.4 
A,QU3,OWN_NL,M2,SE	: 	107.3 
A,QU3,OWN_NL,M2,SI	: 	106.7 
A,QU3,OWN_NL,M2,SK	: 	106.7 
A,QU3,OWN_NL,M2,TR	: 	1.3 
A,QU3,RENT_FR,M2,AT	: 	99.9 
A,QU3,RENT_FR,M2,BE	: 	124.5 
A,QU3,RENT_FR,M2,BG	: 	69.9 
A,QU3,RENT_FR,M2,CH	: 	100.5 
A,QU3,RENT_FR,M2,CY	: 	130.0 
A,QU3,RENT_FR,M2,CZ	: 	85.4 
A,QU3,RENT_FR,M2,DE	: 	93.8 
A,QU3,RENT_FR,M2,DK	: 	: u
A,QU3,RENT_FR,M2,EA20	: 	84.9 
A,QU3,RENT_FR,M2,EE	: 	57.9 
A,QU3,RENT_FR,M2,EL	: 	82.5 
A,QU3,RENT_FR,M2,ES	: 	91.9 
A,QU3,RENT_FR,M2,EU27_2020	: 	82.2 
A,QU3,RENT_FR,M2,FI	: 	65.8 
A,QU3,RENT_FR,M2,FR	: 	71.3 
A,QU3,RENT_FR,M2,HR	: 	79.8 
A,QU3,RENT_FR,M2,HU	: 	67.9 
A,QU3,RENT_FR,M2,IE	150.4 	: u
A,QU3,RENT_FR,M2,IT	: 	83.9 
A,QU3,RENT_FR,M2,LT	: 	59.1 
A,QU3,RENT_FR,M2,LU	: 	92.8 
A,QU3,RENT_FR,M2,LV	: 	52.1 
A,QU3,RENT_FR,M2,MT	: 	116.4 
A,QU3,RENT_FR,M2,NL	: 	94.9 
A,QU3,RENT_FR,M2,NO	: 	97.4 u
A,QU3,RENT_FR,M2,PL	: 	63.1 
A,QU3,RENT_FR,M2,PT	: 	89.6 
A,QU3,RENT_FR,M2,RO	: 	41.5 
A,QU3,RENT_FR,M2,SE	: 	: u
A,QU3,RENT_FR,M2,SI	: 	116.5 
A,QU3,RENT_FR,M2,SK	: 	75.3 
A,QU3,RENT_FR,M2,TR	: 	1.4 
A,QU3,RENT_MKT,M2,AT	: 	74.1 
A,QU3,RENT_MKT,M2,BE	: 	105.9 
A,QU3,RENT_MKT,M2,BG	: 	61.7 u
A,QU3,RENT_MKT,M2,CH	: 	89.0 
A,QU3,RENT_MKT,M2,CY	: 	96.7 
A,QU3,RENT_MKT,M2,CZ	: 	64.8 
A,QU3,RENT_MKT,M2,DE	: 	77.6 
A,QU3,RENT_MKT,M2,DK	: 	91.6 
A,QU3,RENT_MKT,M2,EA20	: 	78.2 
A,QU3,RENT_MKT,M2,EE	: 	49.3 
A,QU3,RENT_MKT,M2,EL	: 	77.7 
A,QU3,RENT_MKT,M2,ES	: 	85.0 
A,QU3,RENT_MKT,M2,EU27_2020	: 	77.8 
A,QU3,RENT_MKT,M2,FI	: 	62.4 
A,QU3,RENT_MKT,M2,FR	: 	70.2 
A,QU3,RENT_MKT,M2,HR	: 	54.7 u
A,QU3,RENT_MKT,M2,HU	: 	53.7 
A,QU3,RENT_MKT,M2,IE	231.8 	: u
A,QU3,RENT_MKT,M2,IT	: 	78.2 
A,QU3,RENT_MKT,M2,LT	: 	48.6 u
A,QU3,RENT_MKT,M2,LU	: 	81.9 
A,QU3,RENT_MKT,M2,LV	: 	51.3 
A,QU3,RENT_MKT,M2,MT	: 	108.4 
A,QU3,RENT_MKT,M2,NL	: 	104.8 
A,QU3,RENT_MKT,M2,NO	: 	76.2 
A,QU3,RENT_MKT,M2,PL	: 	53.4 
A,QU3,RENT_MKT,M2,PT	: 	83.3 
A,QU3,RENT_MKT,M2,RO	: 	28.5 u
A,QU3,RENT_MKT,M2,SE	: 	77.4 
A,QU3,RENT_MKT,M2,SI	: 	72.4 
A,QU3,RENT_MKT,M2,SK	: 	67.6 
A,QU3,RENT_MKT,M2,TR	: 	1.4 
A,QU3,TOTAL,M2,AT	: 	111.9 
A,QU3,TOTAL,M2,BE	: 	153.7 
A,QU3,TOTAL,M2,BG	: 	81.3 
A,QU3,TOTAL,M2,CH	: 	109.8 
A,QU3,TOTAL,M2,CY	: 	149.5 
A,QU3,TOTAL,M2,CZ	: 	94.1 
A,QU3,TOTAL,M2,DE	: 	102.9 
A,QU3,TOTAL,M2,DK	: 	126.2 
A,QU3,TOTAL,M2,EA20	: 	105.1 
A,QU3,TOTAL,M2,EE	: 	82.6 
A,QU3,TOTAL,M2,EL	: 	91.5 
A,QU3,TOTAL,M2,ES	: 	103.0 
A,QU3,TOTAL,M2,EU27_2020	: 	101.9 
A,QU3,TOTAL,M2,FI	: 	101.7 
A,QU3,TOTAL,M2,FR	: 	96.6 
A,QU3,TOTAL,M2,HR	: 	99.7 
A,QU3,TOTAL,M2,HU	: 	87.9 
A,QU3,TOTAL,M2,IE	197.8 	: u
A,QU3,TOTAL,M2,IT	: 	99.6 
A,QU3,TOTAL,M2,LT	: 	71.6 
A,QU3,TOTAL,M2,LU	: 	135.4 
A,QU3,TOTAL,M2,LV	: 	77.0 
A,QU3,TOTAL,M2,MT	: 	135.8 
A,QU3,TOTAL,M2,NL	: 	134.5 
A,QU3,TOTAL,M2,NO	: 	138.9 
A,QU3,TOTAL,M2,PL	: 	101.6 
A,QU3,TOTAL,M2,PT	: 	120.6 
A,QU3,TOTAL,M2,RO	: 	53.6 
A,QU3,TOTAL,M2,SE	: 	100.4 
A,QU3,TOTAL,M2,SI	: 	104.9 
A,QU3,TOTAL,M2,SK	: 	105.6 
A,QU3,TOTAL,M2,TR	: 	1.4 
A,QU4,OWN_L,M2,AT	: 	137.1 
A,QU4,OWN_L,M2,BE	: 	170.9 
A,QU4,OWN_L,M2,BG	: 	80.5 u
A,QU4,OWN_L,M2,CH	: 	137.8 
A,QU4,OWN_L,M2,CY	: 	183.5 
A,QU4,OWN_L,M2,CZ	: 	117.6 
A,QU4,OWN_L,M2,DE	: 	135.4 
A,QU4,OWN_L,M2,DK	: 	153.2 
A,QU4,OWN_L,M2,EA20	: 	128.4 
A,QU4,OWN_L,M2,EE	: 	98.0 
A,QU4,OWN_L,M2,EL	: 	105.2 
A,QU4,OWN_L,M2,ES	: 	113.6 
A,QU4,OWN_L,M2,EU27_2020	: 	127.1 
A,QU4,OWN_L,M2,FI	: 	119.9 
A,QU4,OWN_L,M2,FR	: 	111.7 
A,QU4,OWN_L,M2,HR	: 	93.4 
A,QU4,OWN_L,M2,HU	: 	97.5 
A,QU4,OWN_L,M2,IE	235.4 	: u
A,QU4,OWN_L,M2,IT	: 	105.4 
A,QU4,OWN_L,M2,LT	: 	93.6 
A,QU4,OWN_L,M2,LU	: 	154.6 
A,QU4,OWN_L,M2,LV	: 	85.4 
A,QU4,OWN_L,M2,MT	: 	143.5 
A,QU4,OWN_L,M2,NL	: 	149.6 
A,QU4,OWN_L,M2,NO	: 	153.2 
A,QU4,OWN_L,M2,PL	: 	104.5 
A,QU4,OWN_L,M2,PT	: 	139.0 
A,QU4,OWN_L,M2,RO	: 	58.2 u
A,QU4,OWN_L,M2,SE	: 	118.0 
A,QU4,OWN_L,M2,SI	: 	102.6 
A,QU4,OWN_L,M2,SK	: 	104.1 
A,QU4,OWN_L,M2,TR	: 	1.2 
A,QU4,OWN_NL,M2,AT	: 	135.5 
A,QU4,OWN_NL,M2,BE	: 	169.4 
A,QU4,OWN_NL,M2,BG	: 	87.9 
A,QU4,OWN_NL,M2,CH	: 	132.6 
A,QU4,OWN_NL,M2,CY	: 	179.4 
A,QU4,OWN_NL,M2,CZ	: 	100.2 
