freq,purchase,unit,geo\TIME_PERIOD	2005-Q1 	2005-Q2 	2005-Q3 	2005-Q4 	2006-Q1 	2006-Q2 	2006-Q3 	2006-Q4 	2007-Q1 	2007-Q2 	2007-Q3 	2007-Q4 	2008-Q1 	2008-Q2 	2008-Q3 	2008-Q4 	2009-Q1 	2009-Q2 	2009-Q3 	2009-Q4 	2010-Q1 	2010-Q2 	2010-Q3 	2010-Q4 	2011-Q1 	2011-Q2 	2011-Q3 	2011-Q4 	2012-Q1 	2012-Q2 	2012-Q3 	2012-Q4 	2013-Q1 	2013-Q2 	2013-Q3 	2013-Q4 	2014-Q1 	2014-Q2 	2014-Q3 	2014-Q4 	2015-Q1 	2015-Q2 	2015-Q3 	2015-Q4 	2016-Q1 	2016-Q2 	2016-Q3 	2016-Q4 	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 	2023-Q1 	2023-Q2 	2023-Q3 	2023-Q4 	2024-Q1 	2024-Q2 
Q,DW_EXST,RCH_Q,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	4.3 	-2.0 	-1.0 	3.2 	-0.1 	-1.5 	-4.3 	1.8 	-1.6 	2.6 	4.3 	-1.4 	0.7 	2.6 	0.4 	2.8 	-2.0 	5.6 	-1.8 	1.6 	-0.1 	2.9 	-0.6 	1.4 	0.2 	0.8 	1.9 	2.2 	0.4 	1.0 	0.6 	2.0 	0.9 	-0.6 	2.3 	1.9 	3.1 	1.1 	0.9 	2.5 	-0.3 	0.5 	3.6 	1.9 	1.6 	3.5 	2.0 	3.8 	2.9 	0.9 	3.8 	4.9 	5.2 	2.9 	4.3 	1.3 	5.1 	1.7 	2.6 	2.9 	0.5 	-2.0 	-3.7 	-3.9 	-7.5 	-2.9 	0.3 	0.2 p
Q,DW_EXST,RCH_Q,LV	: 	: 	: 	: 	: 	11.9 	11.1 	10.0 	12.1 	5.1 	6.6 	-3.3 	8.5 	-2.5 	-6.7 	-16.8 	-17.4 	-8.2 	-4.1 	-1.3 	-8.7 	-0.3 	3.0 	0.5 	5.5 	-0.1 	-0.3 	-3.9 	0.8 	2.9 	0.5 	2.5 	0.6 	5.2 	-1.1 	1.8 	2.7 	1.1 	3.5 	-8.2 	-1.3 	4.2 	0.4 	1.2 	1.2 	5.1 	1.8 	0.9 	1.6 	6.1 	-0.7 	0.5 	4.6 	4.2 	-0.4 	3.5 	0.7 	4.3 	2.4 	0.5 	0.0 	-3.0 	4.6 	-0.2 	3.0 	7.6 	4.2 	4.4 	3.3 	4.1 	1.5 	-2.8 	0.3 	3.9 	-1.4 	-5.0 	4.0 	0.6 p
Q,DW_EXST,RCH_Q,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6.9 	16.8 	3.8 	-7.8 	-8.6 	5.2 	-13.6 	4.5 	7.8 	-0.8 	-9.3 	3.2 	5.2 	1.3 	-6.1 	4.6 	-4.0 	14.3 	-7.4 	1.3 	-4.4 	12.6 	0.2 	-2.8 	0.1 	-1.3 	6.2 	-7.2 	5.9 	5.8 	5.0 	-8.3 	6.0 	4.4 	3.7 	-6.5 	6.3 	0.6 	3.6 	-4.1 	-2.0 	11.6 	0.1 	-4.6 	2.2 	3.6 	5.3 	-3.3 	3.1 	1.4 	2.4 	-5.4 	4.2 	1.9 	1.9 	1.0 	1.1 	0.9 	0.5 	2.9 	2.1 	1.5 p	1.3 p	2.2 p	2.0 p
Q,DW_EXST,RCH_Q,NL	: 	1.1 	1.4 	0.5 	1.5 	1.2 	1.3 	0.5 	1.0 	1.3 	1.5 	0.4 	1.2 	0.1 	1.1 	-0.8 	-0.6 	-2.5 	-1.4 	-0.8 	-0.3 	0.1 	0.1 	-1.1 	-0.5 	-0.5 	-0.7 	-1.8 	-1.2 	-1.9 	-4.0 	-0.7 	-2.3 	-2.1 	0.5 	-0.3 	0.4 	0.7 	0.9 	0.0 	0.8 	0.8 	1.6 	0.7 	1.3 	1.4 	2.6 	1.2 	2.0 	2.0 	2.6 	1.7 	2.5 	2.0 	2.8 	1.5 	1.7 	1.2 	1.8 	1.4 	2.2 	2.1 	2.3 	1.9 	3.6 	4.5 	6.3 	3.8 	4.1 	2.8 	0.5 	-2.6 	-1.7 	-1.7 	1.3 	1.7 	2.4 	2.9 
Q,DW_EXST,RCH_Q,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.7 	-0.5 	-0.1 	5.1 	2.8 	0.3 	-0.4 	3.5 	2.9 	1.3 	-0.5 	3.1 	2.0 	-1.4 	-3.0 	2.3 	3.6 	0.7 	-0.1 	4.1 	2.7 	0.1 	-1.5 	3.6 	4.1 	3.0 	0.9 	3.9 	0.6 	-2.9 	-1.9 	2.0 	3.6 	-0.7 	-2.0 	2.5 	2.4 	-0.4 	-1.8 	2.1 	2.8 	2.0 	0.9 	5.3 	3.5 	-0.2 	-1.4 	5.0 	3.0 	-1.1 	-3.9 	2.4 	3.4 	-2.5 	-2.9 	3.7 	3.8 
Q,DW_EXST,RCH_Q,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.1 	-0.3 	-1.0 	0.2 	1.1 	-1.5 	-1.2 	-1.9 	-0.7 	-1.7 	-1.8 	-2.1 	0.3 	0.8 	0.1 	0.0 	1.4 	-0.6 	-0.3 	-0.1 	1.3 	0.1 	-0.5 	-0.3 	2.5 	1.8 	0.4 	-0.1 	2.6 	1.0 	1.1 	1.6 	2.9 	2.1 	1.8 	2.2 	3.0 	3.5 	2.8 	5.1 	3.2 	2.0 	0.5 	1.9 	3.6 	2.5 	3.7 	3.3 	3.6 	0.5 	0.7 	-0.3 	3.2 	5.0 	3.3 	4.0 	2.9 
Q,DW_EXST,RCH_Q,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	-1.3 	-2.3 	-0.6 	1.6 	0.5 	0.8 	0.3 	0.3 	-1.2 	-1.6 	-1.1 	-2.4 	-2.5 	-4.0 	-1.4 	-1.6 	-1.6 	1.1 	-3.4 	0.9 	0.5 	2.8 	0.5 	1.7 	-0.7 	1.3 	-0.2 	3.0 	1.1 	1.2 	2.5 	3.5 	1.7 	1.2 	2.5 	3.2 	4.1 	1.5 	3.6 	2.9 	0.9 	1.9 	4.0 	2.2 	2.4 	1.9 	3.9 	1.8 	-0.5 	2.6 	2.9 	2.9 	2.6 	3.1 	4.4 	3.9 	2.6 	1.3 	1.6 	3.2 	1.8 	1.3 	1.1 	3.9 
Q,DW_EXST,RCH_Q,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4.3 	-0.7 	4.7 	-6.5 	-1.2 	-3.3 	-2.8 	-4.7 	-1.3 	-7.4 	-4.4 	3.5 	-0.6 	-3.9 	0.0 	4.2 	-0.5 	-2.4 	-0.6 	0.7 	-1.4 	-0.8 	1.7 	3.9 	-1.1 	-1.2 	1.9 	3.0 	2.9 	-0.3 	1.7 	2.4 	4.1 	-1.1 	1.3 	2.2 	3.3 	-1.0 	0.7 	0.4 	1.8 	1.4 	1.5 	3.7 	0.2 	-2.7 	0.7 	3.4 	1.9 	0.9 	2.2 	1.4 	2.0 	-1.9 	2.4 	-0.9 	-1.5 	2.4 	0.6 	0.8 	0.5 
Q,DW_EXST,RCH_Q,SE	: 	4.1 	4.9 	3.2 	3.8 	3.6 	2.9 	0.3 	4.5 	6.8 	3.8 	-3.7 	0.3 	2.3 	-1.0 	-6.9 	2.6 	4.0 	3.3 	2.7 	2.1 	1.2 	1.3 	2.0 	0.7 	-0.5 	-0.4 	-2.7 	1.5 	1.7 	1.2 	-0.1 	1.9 	2.8 	2.0 	1.5 	3.1 	2.6 	3.7 	2.0 	4.8 	3.7 	4.2 	2.0 	1.4 	1.0 	2.6 	1.7 	2.8 	1.8 	1.1 	-3.9 	-1.4 	0.4 	0.6 	-0.8 	-0.2 	1.8 	1.7 	0.5 	1.7 	-0.1 	3.2 	2.8 	3.3 	4.3 	2.7 	1.0 	2.1 	0.0 	-4.1 	-4.9 	-0.9 	0.8 	-0.1 	-2.4 	1.1 	2.0 
Q,DW_EXST,RCH_Q,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.8 	2.1 	1.9 	2.0 	-0.4 	2.5 	-5.3 	-3.3 	-3.0 	-0.2 	2.9 	2.5 	-1.5 	-0.7 	-0.6 	3.7 	-0.9 	-0.9 	-2.4 	-2.5 	2.4 	-3.7 	-2.3 	-0.7 	0.6 	-3.4 	-1.7 	-3.1 	-0.9 	-1.1 	0.3 	1.5 	1.8 	-2.8 	-1.2 	3.3 	2.2 	0.9 	0.9 	2.2 	3.4 	0.9 	2.8 	0.8 	3.0 	2.6 	3.4 	0.6 	1.5 	3.1 	-0.2 	1.1 	1.4 	0.6 	2.0 	2.9 	4.7 	2.7 	4.6 	5.2 	2.9 	2.1 	1.3 	2.5 	1.8 	-0.2 	2.3 	2.7 	1.1 
Q,DW_EXST,RCH_Q,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.2 	-0.7 	0.2 	0.4 	-0.2 	-0.9 	-2.1 	0.8 	0.1 	0.1 	-1.9 	2.6 	0.3 	-0.5 	0.3 	-0.2 	1.2 	0.3 	1.4 	3.1 	1.7 	0.2 	1.0 	1.9 	2.7 	2.0 	2.2 	-3.4 	6.1 	1.4 	1.0 	2.4 	2.3 	0.3 	2.8 	2.5 	4.4 	2.0 	3.8 	4.4 	0.5 	-0.4 	3.1 	-1.7 	6.1 	2.6 	3.2 	0.4 	6.0 	4.3 	-2.3 	0.7 	-4.2 	1.2 	1.9 	-1.6 	2.9 
Q,DW_EXST,RCH_Q,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.0 	1.4 	1.4 	3.0 	2.9 	0.8 	2.0 	3.8 	3.5 	2.1 	1.1 	3.8 	3.4 	2.7 	2.2 	2.7 	3.9 	3.6 	2.9 	4.2 	5.0 	2.7 	3.3 	2.6 	3.7 	2.4 	2.2 	3.2 	3.5 	0.9 	2.2 	1.9 	3.5 	0.7 	0.4 	-1.0 	1.7 	2.9 	3.6 	6.0 	5.6 	10.6 	5.5 	6.2 	7.2 	9.0 	18.0 	36.3 	49.5 	16.3 	14.5 	22.1 	15.8 	19.0 	10.4 	7.1 	5.9 
Q,DW_EXST,RCH_Q,UK	: 	2.9 	2.5 	0.1 	0.7 	3.8 	3.3 	1.9 	1.5 	3.8 	2.9 	-0.1 	-3.0 	-0.6 	-3.7 	-6.6 	-5.4 	1.5 	4.1 	2.1 	0.5 	1.9 	1.5 	-2.3 	-2.1 	0.8 	1.3 	-1.4 	-1.0 	1.9 	1.3 	-1.3 	-0.5 	2.0 	2.5 	0.4 	1.3 	3.6 	3.4 	0.1 	-0.4 	2.3 	3.3 	1.1 	1.0 	2.1 	2.2 	-0.2 	0.1 	2.3 	2.3 	-0.1 	-0.5 	1.4 	2.0 	-0.5 	-1.4 	0.9 	1.6 	-0.1 	-0.5 	0.1 	3.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,DW_NEW,I10_Q,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98.81 	99.75 	99.88 	101.55 	103.22 	104.58 	105.93 	107.11 	112.68 	112.92 	117.31 	112.95 	118.11 	120.18 	118.38 	121.19 	122.65 	122.34 	125.21 	127.26 	126.99 	131.19 	133.58 	133.45 	139.72 	141.66 	143.92 	141.17 	142.06 	146.27 	147.25 	144.62 	146.33 	152.92 	154.10 	155.82 	154.50 	160.74 	164.69 	165.55 	167.21 	172.71 	175.13 	178.67 	181.17 	183.79 	190.67 	196.06 	204.18 	209.32 	216.68 	207.96 	204.75 	209.05 	211.77 	210.20 	210.16 	213.93 p
Q,DW_NEW,I10_Q,BE	89.60 	89.80 	90.01 	90.74 	92.33 	94.34 	95.26 	95.81 	97.79 	98.82 	99.11 	98.90 	99.91 	101.21 	101.01 	102.28 	100.97 	99.72 	100.47 	98.92 	99.40 	99.82 	99.99 	100.79 	102.94 	103.23 	104.45 	105.07 	105.66 	106.12 	106.05 	105.61 	107.85 	110.10 	110.04 	111.30 	105.88 	106.00 	108.75 	109.37 	107.89 	110.63 	114.78 	116.17 	113.85 	115.55 	117.92 	117.82 	119.03 	118.58 	123.71 	123.73 	121.63 	124.97 	128.54 	125.34 	126.05 	126.82 	133.31 	129.75 	132.85 	132.89 	133.83 	139.26 	139.59 	140.69 	145.43 	146.95 	146.84 	150.78 	150.77 	154.54 	151.40 	150.90 	154.05 	159.09 	163.16 	161.20 p
Q,DW_NEW,I10_Q,BG	65.18 e	67.97 e	69.93 e	71.62 e	75.01 e	76.24 e	79.72 e	84.12 e	91.96 e	96.88 e	104.13 e	113.25 e	120.99 e	128.09 e	132.00 e	126.52 e	124.09 e	112.92 	110.18 	100.67 	99.38 	99.99 	99.73 	100.90 	101.23 	98.15 	98.64 	97.83 	98.67 	99.49 	99.90 	96.69 	96.02 	97.28 	95.13 	95.54 	97.71 	98.01 	98.69 	100.50 	99.61 	101.62 	102.43 	105.07 	105.36 	106.56 	110.57 	112.44 	115.29 	114.35 	116.66 	117.76 	117.98 	122.62 	125.08 	124.97 	132.05 	131.83 	132.33 	135.90 	134.71 	132.90 	137.00 	139.01 	143.74 	142.47 	148.61 	150.74 	156.21 b	159.97 	167.39 	165.52 	163.91 	175.09 	183.23 	182.92 	195.53 	202.40 p
Q,DW_NEW,I10_Q,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.98 	100.67 	99.27 	98.08 	98.67 	100.16 	97.01 	93.58 	93.39 	93.21 	98.08 	95.37 	93.67 	93.21 	90.72 	87.25 	84.67 	92.28 	89.55 	89.19 	84.86 b	88.35 	90.43 	87.07 	84.23 	86.96 	89.97 	91.77 	87.01 	90.30 	90.45 	93.69 	90.83 	92.72 	91.11 	95.65 	96.64 	102.09 	93.88 	94.91 	97.63 	98.04 	92.54 	97.82 	91.07 	92.44 	94.85 	90.87 	91.76 	94.29 	98.20 	96.10 	98.25 	97.80 	98.27 	97.68 	98.95 	100.67 
Q,DW_NEW,I10_Q,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.00 	100.30 	100.30 	101.70 	103.90 	103.90 	103.60 	101.10 	100.10 	101.00 	99.80 	99.20 	98.90 	100.00 	98.40 	96.80 	96.60 	96.50 	95.40 	96.90 	95.60 	96.50 	96.50 	97.00 	98.10 	97.50 	98.10 	98.80 	100.50 	103.20 	103.60 	104.20 	104.60 	107.20 	109.30 	114.60 	119.60 	123.60 	126.40 	126.60 	131.00 	137.80 	142.60 	143.70 	146.20 	149.40 	150.80 	152.20 	156.90 	161.40 	165.90 	169.00 	175.90 	185.10 	200.80 	211.60 	228.40 	230.80 	231.20 	224.40 	223.50 	226.00 	226.50 	225.90 	225.70 	234.40 
Q,DW_NEW,I10_Q,DE	90.50 	88.10 	89.90 	88.80 	88.90 	87.00 	88.30 	89.30 	86.00 	91.30 	91.90 	91.50 	91.80 	92.90 	93.30 	92.60 	95.80 	95.60 	99.20 	100.10 	98.80 	98.80 	101.50 	101.00 	102.20 	105.40 	107.10 	105.70 	106.60 	107.30 	108.40 	109.90 	108.80 	110.10 	109.50 	109.10 	110.40 	112.80 	114.90 	115.40 	116.60 	118.60 	120.50 	122.80 	124.70 	127.10 	128.60 	131.00 	130.70 	132.20 	135.10 	136.80 	139.40 	141.30 	144.80 	143.50 	142.90 	145.20 	147.50 	152.20 	150.70 	154.40 	157.00 	162.00 	159.40 	165.20 	169.90 	175.50 	172.60 	176.60 	178.40 	176.00 	173.40 	170.80 	172.10 	170.20 	169.10 p	170.70 p
Q,DW_NEW,I10_Q,DK	67.20 	75.50 	82.46 	87.94 	92.40 	102.67 	108.95 	108.28 	110.34 	116.76 	119.58 	122.60 	116.72 	108.64 	109.04 	104.40 	99.69 	103.99 	101.18 	100.53 	99.94 	99.98 	99.95 	100.13 	104.83 	110.79 	119.55 	115.22 	120.65 	116.59 	127.02 	135.93 	183.21 	215.11 	195.03 	198.68 	211.30 	211.41 	206.58 	255.46 	260.17 	242.10 	242.10 	243.71 	244.44 	245.40 	245.40 	246.61 	247.09 	246.61 	246.85 	247.58 	249.02 	251.92 	251.92 	252.89 	252.41 	253.61 	252.65 	254.34 	254.58 	256.03 	254.82 	255.06 	257.96 	263.76 	267.62 	272.70 	280.18 	290.81 	298.54 	302.16 	304.34 	306.99 	304.58 	306.99 	310.71 	314.70 
Q,DW_NEW,I10_Q,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.99 	99.29 	99.93 	100.21 	100.57 	100.83 	100.99 	100.56 	98.79 	97.59 	97.25 	96.56 	96.56 	95.76 	95.51 	95.81 	95.44 	95.32 	95.73 	96.51 	96.56 	96.74 	97.89 	99.29 	99.68 	100.32 	101.81 	102.80 	103.52 	103.79 	105.11 	106.49 	107.66 	108.57 	110.16 	111.66 	112.30 	112.86 	114.66 	116.36 	117.94 	118.87 	120.22 	122.15 	124.14 	124.72 	126.95 	130.33 	133.41 	134.97 	139.15 	140.05 	140.93 	141.35 	142.60 	144.28 	145.15 	145.58 	148.28 
Q,DW_NEW,I10_Q,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.91 	99.28 	99.92 	100.22 	100.58 	100.87 	101.07 	100.68 	98.92 	97.76 	97.38 	96.77 	96.74 	95.94 	95.68 	96.00 	95.65 	95.54 	95.98 	96.76 	96.82 	96.99 	98.15 	99.56 	99.95 	100.59 	102.08 	103.07 	103.79 	104.06 	105.39 	106.77 	107.95 	108.86 	110.46 	111.96 	112.60 	113.16 	114.97 	116.67 	118.26 	119.19 	120.54 	122.48 	124.47 	125.05 	127.29 	130.68 	133.76 	135.33 	139.52 	140.43 	141.31 	141.72 	142.93 	144.60 	145.53 	145.93 	148.61 
Q,DW_NEW,I10_Q,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.96 	99.32 	99.91 	100.20 	100.57 	100.84 	101.08 	100.69 	98.98 	97.83 	97.44 	96.82 	96.75 	95.98 	95.69 	96.02 	95.66 	95.53 	95.97 	96.76 	96.80 	96.92 	98.04 	99.46 	99.82 	100.45 	101.92 	102.91 	103.61 	103.87 	105.21 	106.59 	107.76 	108.68 	110.26 	111.77 	112.41 	113.00 	114.78 	116.49 	118.06 	118.98 	120.35 	122.26 	124.23 	124.84 	127.08 	130.46 	133.55 	135.17 	139.34 	140.26 	141.17 	141.58 	142.83 	144.51 	145.39 	145.82 	148.52 
Q,DW_NEW,I10_Q,EE	73.07 	82.91 	84.23 	93.29 	100.64 	99.87 	111.46 	134.14 	144.37 	155.15 	150.80 	152.79 	149.83 	133.26 	147.33 	125.49 	98.89 	96.96 	88.93 	79.58 	96.46 	99.00 	106.66 	97.87 	97.97 	103.83 	117.16 	118.79 	117.28 	125.10 	125.44 	119.16 	127.20 	123.20 	136.75 	143.84 	156.12 	146.09 	168.52 	167.64 	181.73 	176.46 	176.19 	174.94 	172.12 	179.34 	198.07 	197.58 	191.54 	187.00 	202.93 	204.30 	216.20 	214.58 	208.85 	214.70 	225.10 	224.86 	230.76 	235.86 	252.32 	245.70 	249.34 	256.84 	274.58 	274.88 	281.60 	300.64 	312.33 	339.18 	333.54 	347.42 	366.45 	373.91 	365.57 	384.35 	378.16 	390.56 
Q,DW_NEW,I10_Q,ES	: 	: 	: 	84.52 	87.12 	89.73 	93.20 	95.97 	98.71 	101.68 	103.82 	105.37 	105.77 	107.10 	107.67 	106.21 	103.67 	102.95 	101.65 	100.82 	99.30 	101.19 	99.95 	99.56 	98.26 	96.83 	93.43 	87.78 	83.54 	81.41 	79.08 	78.20 	76.92 	75.10 	76.86 	75.97 	76.09 	76.56 	77.46 	77.39 	79.12 	80.29 	80.78 	81.87 	83.81 	86.99 	86.69 	85.34 	88.56 	91.05 	92.40 	91.70 	93.55 	95.98 	97.91 	99.20 	103.48 	103.03 	104.84 	104.42 	109.82 	107.38 	112.48 	113.04 	112.42 	113.70 	117.02 	119.67 	123.57 	123.55 	124.69 	127.05 	131.08 	133.15 	138.27 	136.46 	143.99 	147.86 
Q,DW_NEW,I10_Q,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.98 	99.32 	99.89 	100.19 	100.60 	100.85 	101.02 	100.75 	99.38 	98.36 	98.10 	97.49 	97.63 	96.51 	96.32 	96.47 	96.39 	96.37 	97.33 	97.93 	98.16 	98.36 	99.47 	100.83 	101.19 	102.02 	103.34 	104.39 	105.44 	105.61 	107.15 	108.47 	109.68 	110.99 	112.49 	113.97 	114.93 	115.83 	117.31 	118.95 	120.34 	121.54 	122.72 	124.51 	126.44 	127.68 	130.09 	133.50 	137.28 	140.01 	143.91 	145.86 	147.30 	147.71 	149.86 	152.65 	155.36 	157.32 	160.42 
Q,DW_NEW,I10_Q,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.08 	99.39 	99.89 	100.14 	100.58 	100.81 	100.98 	100.71 	99.33 	98.34 	97.96 	97.37 	97.33 	96.26 	95.89 	95.96 	95.71 	95.62 	96.37 	96.93 	97.11 	97.29 	98.42 	99.70 	99.93 	100.65 	101.80 	102.90 	103.88 	103.99 	105.55 	106.82 	108.07 	109.16 	110.88 	112.30 	113.40 	114.27 	115.95 	117.48 	119.24 	120.43 	121.60 	123.37 	125.29 	126.52 	128.90 	132.28 	136.02 	138.73 	142.59 	144.52 	145.95 	146.36 	148.49 	151.26 	153.94 	155.88 	158.95 
Q,DW_NEW,I10_Q,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.02 	99.35 	99.89 	100.17 	100.59 	100.83 	101.03 	100.77 	99.43 	98.42 	98.15 	97.53 	97.64 	96.52 	96.32 	96.48 	96.40 	96.38 	97.34 	97.93 	98.17 	98.37 	99.48 	100.84 	101.20 	102.03 	103.35 	104.39 	105.45 	105.61 	107.16 	108.48 	109.69 	110.99 	112.50 	113.98 	114.93 	115.83 	117.32 	118.96 	120.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,DW_NEW,I10_Q,FI	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	98.94 	97.81 	98.28 	98.54 	99.54 	98.71 	100.70 	101.06 	101.85 	103.91 	105.04 	106.05 	107.68 	109.29 	109.76 	110.51 	111.55 	111.41 	112.15 	111.44 	112.64 	112.93 	112.56 	113.03 	112.63 b	114.52 	114.05 	114.80 	116.46 	115.89 	117.81 	116.70 	120.23 	121.48 	121.33 	121.25 	122.93 	123.40 	125.08 	123.77 	123.38 	125.21 	127.03 	128.38 	129.19 	129.83 	129.46 	133.91 	135.96 	138.30 	138.11 	139.24 	143.88 	143.74 	146.53 	141.66 	142.49 	149.08 	141.87 	139.36 	142.35 	139.24 
Q,DW_NEW,I10_Q,FR	80.09 	82.77 	84.58 	86.71 	88.17 	90.85 	91.59 	92.87 	93.99 	95.59 	96.76 	96.72 	96.55 	98.73 	97.48 	95.99 	96.38 	97.46 	97.41 	98.27 	98.15 	99.85 	100.34 	101.67 	103.67 	104.74 	105.29 	105.72 	104.67 	104.93 	103.85 	103.61 	102.84 	103.34 	104.94 	104.36 	103.83 	103.31 	104.52 	104.36 	104.97 	105.81 	106.17 	106.12 	105.85 	106.99 	108.41 	109.08 	110.70 	111.62 	111.84 	113.14 	113.60 	114.38 	114.27 	116.30 	116.14 	118.57 	119.52 	120.90 	121.54 	121.25 	122.78 	123.93 	125.60 	127.22 	128.59 	130.65 	131.61 	135.37 	137.14 	137.68 	137.52 	137.97 	137.48 	136.49 	135.71 	136.23 p
Q,DW_NEW,I10_Q,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	109.57 	111.17 	113.45 	109.17 	111.29 	109.97 	108.77 	104.00 	102.56 	99.21 	98.69 	99.54 	98.40 	101.72 	102.55 	104.42 	103.90 	102.76 	101.58 	97.77 	99.68 	97.29 	98.34 	96.68 	94.78 	95.59 	97.09 	96.20 	90.81 	88.82 	90.91 	89.55 	89.19 	86.24 	87.03 	85.38 	83.60 	87.06 	88.01 	88.88 	89.15 	88.68 	90.72 	91.37 	98.13 	95.92 	98.19 	97.66 	96.95 	100.23 	99.77 	97.82 	102.06 	106.92 	108.29 	112.51 	122.82 	123.93 	127.14 	131.12 	132.27 	139.27 	142.81 	136.02 	140.47 	146.84 
Q,DW_NEW,I10_Q,HU	: 	: 	: 	: 	: 	: 	: 	: 	105.13 	107.40 	107.02 	106.43 	107.13 	109.38 	109.74 	109.24 	109.33 	107.54 	103.15 	101.82 	100.30 	101.88 	99.90 	97.92 	98.14 	97.00 	95.52 	96.36 	97.15 	96.07 	97.63 	95.79 	96.48 	97.90 	97.83 	98.66 	99.54 	103.74 	102.80 	101.31 	106.74 	108.94 	114.57 	112.06 	118.26 	122.26 	122.09 	124.40 	135.57 	142.70 	146.78 	153.27 	160.70 	162.34 	166.98 	167.54 	177.57 	182.26 	185.82 	182.96 	198.69 	203.33 	207.05 	209.46 	229.41 	241.65 	247.45 	259.55 	284.70 	296.60 	297.79 	309.20 	319.83 	345.99 	341.95 p	361.23 p	377.87 p	380.97 p
Q,DW_NEW,I10_Q,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	105.85 	102.14 	98.31 	93.70 	90.20 	86.23 	81.21 	76.18 	74.23 	73.74 	72.48 	70.97 	66.93 	66.18 	68.03 	68.44 	68.49 	71.06 	76.80 	79.81 	80.30 	83.80 	87.73 	89.81 	90.91 	90.68 	92.48 	93.63 	94.36 	95.33 	98.64 	99.45 	102.64 	106.01 	108.28 	109.25 	109.28 	110.50 	111.70 	111.94 	112.17 	112.84 	113.54 	114.29 	114.96 	115.36 	117.20 	120.36 	122.08 	124.42 	127.89 	132.55 	135.54 	138.15 	141.21 	144.76 	147.01 	148.44 p
Q,DW_NEW,I10_Q,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98.70 	99.20 	100.30 	101.80 	101.50 	103.20 	103.60 	104.40 	105.10 	106.00 	105.30 	105.70 	104.70 	104.60 	104.00 	102.90 	101.90 	101.50 	101.00 	100.60 	98.60 	98.00 	100.90 	99.50 	99.50 	99.70 	100.10 	100.60 	98.20 	99.20 	98.90 	100.70 	99.20 	100.40 	100.50 	101.30 	100.70 	101.00 	101.80 	102.70 	101.70 	103.60 	104.80 	104.60 	105.70 	105.70 	109.00 	110.20 	111.00 	118.50 	112.10 	115.10 	116.80 	119.20 	121.00 	125.30 	122.90 	128.80 p
