freq,purchase,unit,geo\TIME_PERIOD	2005-Q1 	2005-Q2 	2005-Q3 	2005-Q4 	2006-Q1 	2006-Q2 	2006-Q3 	2006-Q4 	2007-Q1 	2007-Q2 	2007-Q3 	2007-Q4 	2008-Q1 	2008-Q2 	2008-Q3 	2008-Q4 	2009-Q1 	2009-Q2 	2009-Q3 	2009-Q4 	2010-Q1 	2010-Q2 	2010-Q3 	2010-Q4 	2011-Q1 	2011-Q2 	2011-Q3 	2011-Q4 	2012-Q1 	2012-Q2 	2012-Q3 	2012-Q4 	2013-Q1 	2013-Q2 	2013-Q3 	2013-Q4 	2014-Q1 	2014-Q2 	2014-Q3 	2014-Q4 	2015-Q1 	2015-Q2 	2015-Q3 	2015-Q4 	2016-Q1 	2016-Q2 	2016-Q3 	2016-Q4 	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 	2023-Q1 	2023-Q2 	2023-Q3 	2023-Q4 	2024-Q1 	2024-Q2 
Q,DW_NEW,I15_Q,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	107.56 	107.71 	102.57 	101.96 	104.55 	104.77 	104.26 	104.21 	105.06 	105.60 	105.28 	104.80 	104.50 	102.50 	101.84 	99.56 	98.12 	95.00 	94.77 	94.84 	95.13 	93.36 	93.85 	95.38 	97.92 	99.41 	99.42 	96.57 	96.80 	101.90 	100.04 	101.26 	101.34 	103.46 	103.76 	104.77 	105.58 	109.02 	110.92 	110.96 	115.80 	115.86 	117.19 	120.34 	122.76 	127.88 	129.43 	130.27 	134.99 	136.94 	136.57 	140.27 	142.35 	146.63 	152.50 	155.12 	157.93 	158.91 	165.31 	166.10 	166.99 	171.59 	174.95 	177.59 	176.24 	182.98 
Q,DW_NEW,I15_Q,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	121.70 	116.45 	117.82 	115.31 	115.61 	112.11 	105.69 	105.97 	106.19 	100.72 	107.98 	109.53 	108.45 	108.12 	106.28 	108.92 	104.35 	103.45 	101.14 	101.90 	104.01 	101.50 	99.88 	101.17 	101.30 	98.61 	100.80 	99.30 	104.70 	107.24 	103.76 	105.86 	101.47 	109.85 	105.49 	105.91 	107.51 	109.79 	110.62 	111.73 	110.12 	110.51 	112.59 	114.47 	117.02 	116.90 	114.10 	117.40 	117.74 	118.78 	115.28 	121.19 	124.04 	132.80 	133.03 	136.71 	137.60 	138.58 	145.86 	150.43 	153.95 	154.89 
Q,DW_NEW,I15_Q,SE	69.56 	70.00 	69.82 	69.97 	71.59 	71.34 	72.60 	73.86 	74.43 	76.68 	78.53 	79.55 	79.62 	79.79 	80.18 	82.39 	85.27 	84.48 	85.04 	87.37 	86.95 	88.07 	90.03 	90.43 	91.92 	93.87 	94.33 	95.37 	95.23 	95.48 	96.46 	96.83 	96.50 	93.61 	94.08 	95.69 	97.20 	97.59 	98.52 	97.87 	98.15 	98.75 	100.11 	102.98 	103.96 	106.37 	106.92 	107.53 	109.37 	110.32 	114.02 	117.40 	119.63 	121.99 	125.07 	128.14 	129.18 	128.58 	130.91 	129.49 	128.78 	129.74 	127.67 	124.04 	126.90 	126.42 	129.18 	132.78 	140.37 	145.20 	149.34 	155.46 	155.03 	154.25 	151.03 	148.35 	145.34 	142.89 
Q,DW_NEW,I15_Q,SI	: 	: 	: 	: 	: 	: 	: 	: 	114.37 	115.29 	121.96 	133.09 	133.96 	134.09 	135.48 	135.21 	121.10 	120.33 	115.60 	115.60 	113.51 	116.75 	114.51 	115.79 	122.67 	123.33 	118.12 	120.58 	112.42 	111.26 	110.60 	104.30 	108.25 	109.53 	97.81 	101.29 	103.30 	96.30 	95.37 	97.84 	98.84 	103.23 	96.10 	101.82 	98.46 	98.60 	98.98 	105.30 	106.48 	109.87 	109.96 	117.47 	125.29 	119.01 	120.06 	116.04 	121.06 	122.40 	117.01 	120.40 	120.47 	129.02 	123.38 	126.80 	135.59 	138.95 	139.79 	147.69 	139.13 	149.40 	156.28 	159.48 	149.19 	153.15 	166.08 	175.52 	162.11 	176.81 
Q,DW_NEW,I15_Q,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	105.87 	104.39 	103.56 	103.49 	103.20 	98.94 	102.36 	102.05 	98.03 	94.95 	96.85 	94.60 	96.15 	96.11 	95.97 	95.19 	95.11 	97.49 	96.51 	99.64 	98.06 	100.45 	100.10 	101.39 	102.99 	106.16 	106.78 	107.59 	106.85 	111.96 	116.84 	116.03 	120.61 	119.37 	117.75 	121.04 	122.16 	125.21 	130.17 	129.72 	134.05 	134.89 	140.02 	138.11 	137.55 	136.06 	147.07 	153.15 	159.88 	167.47 	168.57 	171.03 	166.20 	160.73 	160.21 	163.52 	159.92 	165.53 
Q,DW_NEW,I15_Q,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57.01 	57.83 	59.00 	60.21 	61.64 	63.24 	64.20 	65.71 	67.88 	69.92 	72.12 	73.12 	75.63 	77.89 	80.75 	81.91 	83.17 	85.73 	88.89 	91.49 	94.91 	98.55 	102.10 	104.44 	107.39 	110.68 	112.97 	116.09 	119.77 	122.59 	124.63 	128.01 	130.86 	134.81 	136.19 	137.58 	138.70 	139.79 	144.94 	151.92 	163.14 	171.32 	189.43 	201.99 	215.33 	237.25 	263.72 	313.28 	421.49 	640.10 	710.42 	811.74 	1015.29 	1184.41 	1417.76 	1580.72 	1664.72 	1786.05 
Q,DW_NEW,I15_Q,UK	79.45 	82.06 	83.43 	84.55 	84.66 	87.27 	88.40 	90.12 	90.94 	94.39 	96.13 	96.21 	96.13 	95.29 	90.00 	84.06 	81.45 	81.28 	82.79 	83.63 	83.35 	84.55 	85.26 	85.42 	85.68 	86.25 	86.11 	85.64 	84.59 	85.76 	84.91 	86.99 	85.31 	87.46 	88.69 	90.81 	91.76 	95.37 	96.36 	97.18 	97.79 	98.34 	100.70 	103.17 	105.87 	109.95 	109.78 	111.80 	113.29 	114.06 	116.15 	116.24 	119.84 	118.73 	120.72 	119.95 	121.11 	119.90 	122.79 	119.31 	123.10 	122.47 	125.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,DW_NEW,RCH_A,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.5 	4.8 	6.0 	5.5 	9.2 	8.0 	10.7 	5.5 	4.8 	6.4 	0.9 	7.3 	3.8 	1.8 	5.8 	5.0 	3.5 	7.2 	6.7 	4.9 	10.0 	8.0 	7.7 	5.8 	1.7 	3.3 	2.3 	2.4 	3.0 	4.5 	4.7 	7.7 	5.6 	5.1 	6.9 	6.2 	8.2 	7.4 	6.3 	7.9 	8.4 	6.4 	8.9 	9.7 	12.7 	13.9 	13.6 	6.1 	0.3 	-0.1 	-2.3 	1.1 	2.6 	2.3 p
Q,DW_NEW,RCH_A,BE	: 	: 	: 	: 	3.0 	5.1 	5.8 	5.6 	5.9 	4.7 	4.0 	3.2 	2.2 	2.4 	1.9 	3.4 	1.1 	-1.5 	-0.5 	-3.3 	-1.6 	0.1 	-0.5 	1.9 	3.6 	3.4 	4.5 	4.2 	2.6 	2.8 	1.5 	0.5 	2.1 	3.7 	3.8 	5.4 	-1.8 	-3.7 	-1.2 	-1.7 	1.9 	4.4 	5.5 	6.2 	5.5 	4.4 	2.7 	1.4 	4.5 	2.6 	4.9 	5.0 	2.2 	5.4 	3.9 	1.3 	3.6 	1.5 	3.7 	3.5 	5.4 	4.8 	0.4 	7.3 	5.1 	5.9 	8.7 	5.5 	5.2 	7.2 	3.7 	5.2 	3.1 	0.1 	2.2 	2.9 	7.8 	6.8 p
Q,DW_NEW,RCH_A,BG	: 	: 	: 	: 	15.1 e	12.2 e	14.0 e	17.4 e	22.6 e	27.1 e	30.6 e	34.6 e	31.6 e	32.2 e	26.8 e	11.7 e	2.6 e	-11.9 e	-16.5 e	-20.4 e	-19.9 e	-11.4 	-9.5 	0.2 	1.9 	-1.8 	-1.1 	-3.0 	-2.5 	1.4 	1.3 	-1.2 	-2.7 	-2.2 	-4.8 	-1.2 	1.8 	0.8 	3.7 	5.2 	1.9 	3.7 	3.8 	4.6 	5.8 	4.9 	8.0 	7.0 	9.4 	7.3 	5.5 	4.7 	2.3 	7.2 	7.2 	6.1 	11.9 	7.5 	5.8 	8.7 	2.0 	0.8 	3.5 	2.3 	6.7 	7.2 	8.5 	8.4 	8.7 b	12.3 	12.6 	9.8 	4.9 	9.5 	9.5 	10.5 	19.3 	15.6 p
Q,DW_NEW,RCH_A,CY	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	-3.2 	-0.5 	-2.3 	-4.6 	-5.3 	-6.9 	1.1 	1.9 	0.3 	0.0 	-7.5 	-8.5 	-9.6 	-1.0 	-1.3 	2.2 	0.2 b	-4.3 	1.0 	-2.4 	-0.8 	-1.6 	-0.5 	5.4 	3.3 	3.9 	0.5 	2.1 	4.4 	2.7 	0.7 	2.1 	6.4 	10.1 	3.0 	-0.8 	1.0 	-4.0 	-1.4 	3.1 	-6.7 	-5.7 	2.5 	-7.1 	0.8 	2.0 	3.5 	5.8 	7.1 	3.7 	0.1 	1.6 	0.7 	2.9 
Q,DW_NEW,RCH_A,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.0 	3.6 	3.4 	-0.6 	-3.6 	-2.8 	-3.7 	-1.9 	-1.2 	-1.0 	-1.4 	-2.4 	-2.3 	-3.5 	-3.0 	0.0 	-1.1 	0.0 	1.2 	0.2 	2.6 	1.1 	1.6 	1.9 	2.5 	5.8 	5.7 	5.4 	4.1 	3.9 	5.5 	10.0 	14.3 	15.4 	15.7 	10.4 	9.6 	11.4 	12.8 	13.5 	11.6 	8.5 	5.8 	5.9 	7.3 	7.9 	10.0 	11.1 	12.1 	14.7 	21.1 	25.2 	29.8 	24.7 	15.1 	6.1 	-2.1 	-2.1 	-2.0 	0.6 	0.9 	3.7 
Q,DW_NEW,RCH_A,DE	: 	: 	: 	: 	-1.7 	-1.2 	-1.7 	0.5 	-3.2 	5.0 	4.1 	2.5 	6.7 	1.7 	1.6 	1.2 	4.4 	3.0 	6.3 	8.0 	3.1 	3.4 	2.3 	1.0 	3.4 	6.7 	5.5 	4.6 	4.3 	1.8 	1.2 	4.0 	2.0 	2.6 	1.0 	-0.7 	1.5 	2.5 	5.0 	5.8 	5.6 	5.1 	4.8 	6.4 	6.9 	7.2 	6.8 	6.6 	4.9 	4.0 	5.0 	4.5 	6.6 	6.9 	7.2 	4.9 	2.6 	2.8 	1.9 	6.0 	5.4 	6.3 	6.4 	6.4 	5.8 	7.0 	8.2 	8.3 	8.3 	6.9 	5.0 	0.3 	0.4 	-3.3 	-3.6 	-3.3 	-2.5 p	-0.1 p
Q,DW_NEW,RCH_A,DK	: 	: 	: 	: 	37.5 	36.0 	32.1 	23.1 	19.4 	13.7 	9.7 	13.2 	5.8 	-7.0 	-8.8 	-14.8 	-14.6 	-4.3 	-7.2 	-3.7 	0.2 	-3.8 	-1.2 	-0.4 	4.9 	10.8 	19.6 	15.1 	15.1 	5.2 	6.2 	18.0 	51.9 	84.5 	53.5 	46.2 	15.3 	-1.7 	5.9 	28.6 	23.1 	14.5 	17.2 	-4.6 	-6.0 	1.4 	1.4 	1.2 	1.1 	0.5 	0.6 	0.4 	0.8 	2.2 	2.1 	2.2 	1.4 	0.7 	0.3 	0.6 	0.9 	1.0 	0.9 	0.3 	1.3 	3.0 	5.0 	6.9 	8.6 	10.3 	11.6 	10.8 	8.6 	5.6 	2.0 	1.6 	2.1 	2.5 
Q,DW_NEW,RCH_A,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	1.5 	1.1 	0.3 	-1.8 	-3.2 	-3.7 	-4.0 	-2.3 	-1.9 	-1.8 	-0.8 	-1.2 	-0.5 	0.2 	0.7 	1.2 	1.5 	2.3 	2.9 	3.2 	3.7 	4.0 	3.5 	3.8 	3.5 	3.2 	3.6 	4.0 	4.6 	4.8 	4.9 	4.3 	3.9 	4.1 	4.2 	5.0 	5.3 	4.8 	5.0 	5.3 	4.9 	5.6 	6.7 	7.5 	8.2 	9.6 	7.5 	5.6 	4.7 	2.5 	3.0 	3.0 	3.0 	4.0 
Q,DW_NEW,RCH_A,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	1.6 	1.2 	0.5 	-1.7 	-3.1 	-3.7 	-3.9 	-2.2 	-1.9 	-1.8 	-0.8 	-1.1 	-0.4 	0.3 	0.8 	1.2 	1.5 	2.3 	2.9 	3.2 	3.7 	4.0 	3.5 	3.8 	3.5 	3.2 	3.6 	4.0 	4.6 	4.8 	4.9 	4.3 	3.9 	4.1 	4.2 	5.0 	5.3 	4.8 	5.0 	5.3 	4.9 	5.6 	6.7 	7.5 	8.2 	9.6 	7.5 	5.6 	4.7 	2.4 	3.0 	3.0 	3.0 	4.0 
Q,DW_NEW,RCH_A,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	1.5 	1.2 	0.5 	-1.6 	-3.0 	-3.6 	-3.8 	-2.3 	-1.9 	-1.8 	-0.8 	-1.1 	-0.5 	0.3 	0.8 	1.2 	1.5 	2.1 	2.8 	3.1 	3.6 	4.0 	3.5 	3.8 	3.4 	3.2 	3.6 	4.0 	4.6 	4.8 	4.9 	4.3 	4.0 	4.1 	4.2 	5.0 	5.3 	4.8 	5.0 	5.2 	4.9 	5.6 	6.7 	7.5 	8.3 	9.7 	7.5 	5.7 	4.7 	2.5 	3.0 	3.0 	3.0 	4.0 
Q,DW_NEW,RCH_A,EE	: 	: 	: 	: 	37.7 	20.4 	32.3 	43.8 	43.5 	55.3 	35.3 	13.9 	3.8 	-14.1 	-2.3 	-17.9 	-34.0 	-27.2 	-39.6 	-36.6 	-2.4 	2.1 	19.9 	23.0 	1.5 	4.9 	9.8 	21.4 	19.7 	20.5 	7.1 	0.3 	8.5 	-1.5 	9.0 	20.7 	22.7 	18.6 	23.2 	16.5 	16.4 	20.8 	4.6 	4.4 	-5.3 	1.6 	12.4 	12.9 	11.3 	4.3 	2.5 	3.4 	12.9 	14.8 	2.9 	5.1 	4.1 	4.8 	10.5 	9.9 	12.1 	9.3 	8.0 	8.9 	8.8 	11.9 	12.9 	17.0 	13.7 	23.4 	18.4 	15.6 	17.3 	10.2 	9.6 	10.6 	3.2 	4.5 
Q,DW_NEW,RCH_A,ES	: 	: 	: 	: 	: 	: 	: 	13.6 	13.3 	13.3 	11.4 	9.8 	7.2 	5.3 	3.7 	0.8 	-2.0 	-3.9 	-5.6 	-5.1 	-4.2 	-1.7 	-1.7 	-1.2 	-1.0 	-4.3 	-6.5 	-11.8 	-15.0 	-15.9 	-15.4 	-10.9 	-7.9 	-7.7 	-2.8 	-2.9 	-1.1 	1.9 	0.8 	1.9 	4.0 	4.9 	4.3 	5.8 	5.9 	8.3 	7.3 	4.2 	5.7 	4.7 	6.6 	7.5 	5.6 	5.4 	6.0 	8.2 	10.6 	7.3 	7.1 	5.3 	6.1 	4.2 	7.3 	8.3 	2.4 	5.9 	4.0 	5.9 	9.9 	8.7 	6.6 	6.2 	6.1 	7.8 	10.9 	7.4 	9.9 	11.1 
Q,DW_NEW,RCH_A,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	1.6 	1.1 	0.6 	-1.2 	-2.5 	-2.9 	-3.2 	-1.8 	-1.9 	-1.8 	-1.0 	-1.3 	-0.1 	1.1 	1.5 	1.8 	2.1 	2.2 	3.0 	3.1 	3.7 	3.9 	3.5 	4.2 	3.5 	3.7 	3.9 	4.0 	5.1 	5.0 	5.1 	4.8 	4.4 	4.3 	4.4 	4.7 	4.9 	4.6 	4.7 	5.1 	5.1 	6.0 	7.2 	8.6 	9.7 	10.6 	9.3 	7.3 	5.5 	4.1 	4.7 	5.5 	6.5 	7.0 
Q,DW_NEW,RCH_A,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	1.4 	1.1 	0.6 	-1.2 	-2.5 	-3.0 	-3.3 	-2.0 	-2.1 	-2.1 	-1.4 	-1.7 	-0.7 	0.5 	1.0 	1.5 	1.7 	2.1 	2.9 	2.9 	3.5 	3.4 	3.2 	4.0 	3.3 	3.7 	3.8 	4.0 	5.0 	5.0 	5.1 	4.9 	4.7 	4.6 	4.6 	5.2 	5.4 	4.9 	5.0 	5.1 	5.1 	6.0 	7.2 	8.6 	9.6 	10.6 	9.3 	7.3 	5.5 	4.1 	4.7 	5.5 	6.5 	7.0 
Q,DW_NEW,RCH_A,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	1.5 	1.1 	0.6 	-1.2 	-2.4 	-2.9 	-3.2 	-1.8 	-1.9 	-1.9 	-1.1 	-1.3 	-0.1 	1.1 	1.5 	1.8 	2.1 	2.2 	3.0 	3.1 	3.7 	3.9 	3.5 	4.2 	3.5 	3.7 	3.9 	4.0 	5.1 	5.0 	5.1 	4.8 	4.4 	4.3 	4.4 	4.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,DW_NEW,RCH_A,FI	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.6 	0.9 	2.5 	2.5 	2.3 	5.3 	4.3 	4.9 	5.7 	5.2 	4.5 	4.2 	3.6 	1.9 	2.2 	0.8 	1.0 	1.4 	0.4 	1.4 	0.0 b	1.4 	1.3 	1.6 	3.4 	1.2 	3.3 	1.6 	3.2 	4.8 	3.0 	3.9 	2.2 	1.6 	3.1 	2.1 	0.4 	1.5 	1.5 	3.7 	4.7 	3.7 	1.9 	4.3 	5.2 	6.5 	6.7 	4.0 	5.8 	3.9 	6.1 	1.7 	-1.0 	3.7 	-3.2 	-1.6 	-0.1 	-6.6 
Q,DW_NEW,RCH_A,FR	: 	: 	: 	: 	10.1 	9.8 	8.3 	7.1 	6.6 	5.2 	5.7 	4.1 	2.7 	3.3 	0.7 	-0.7 	-0.2 	-1.3 	-0.1 	2.4 	1.8 	2.4 	3.0 	3.5 	5.6 	4.9 	4.9 	4.0 	1.0 	0.2 	-1.4 	-2.0 	-1.7 	-1.5 	1.0 	0.7 	1.0 	0.0 	-0.4 	0.0 	1.1 	2.4 	1.6 	1.7 	0.8 	1.1 	2.1 	2.8 	4.6 	4.3 	3.2 	3.7 	2.6 	2.5 	2.2 	2.8 	2.2 	3.7 	4.6 	4.0 	4.7 	2.3 	2.7 	2.5 	3.3 	4.9 	4.7 	5.4 	4.8 	6.4 	6.7 	5.4 	4.5 	1.9 	0.2 	-0.9 	-1.3 	-1.3 p
Q,DW_NEW,RCH_A,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.6 	-1.1 	-4.1 	-4.7 	-7.8 	-9.8 	-9.3 	-4.3 	-4.1 	2.5 	3.9 	4.9 	5.6 	1.0 	-0.9 	-6.4 	-4.1 	-5.3 	-3.2 	-1.1 	-4.9 	-1.7 	-1.3 	-0.5 	-4.2 	-7.1 	-6.4 	-6.9 	-1.8 	-2.9 	-4.3 	-4.7 	-6.3 	0.9 	1.1 	4.1 	6.6 	1.9 	3.1 	2.8 	10.1 	8.2 	8.2 	6.9 	-1.2 	4.5 	1.6 	0.2 	5.3 	6.7 	8.5 	15.0 	20.3 	15.9 	17.4 	16.5 	7.7 	12.4 	12.3 	3.7 	6.2 	5.4 
Q,DW_NEW,RCH_A,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.9 	1.8 	2.5 	2.6 	2.0 	-1.7 	-6.0 	-6.8 	-8.3 	-5.3 	-3.2 	-3.8 	-2.2 	-4.8 	-4.4 	-1.6 	-1.0 	-1.0 	2.2 	-0.6 	-0.7 	1.9 	0.2 	3.0 	3.2 	6.0 	5.1 	2.7 	7.2 	5.0 	11.5 	10.6 	10.8 	12.2 	6.6 	11.0 	14.6 	16.7 	20.2 	23.2 	18.5 	13.8 	13.8 	9.3 	10.5 	12.3 	11.3 	9.2 	11.9 	11.6 	11.4 	14.5 	15.5 	18.8 	19.5 	23.9 	24.1 	22.7 	20.3 	19.1 	12.3 	16.6 	14.8 p	16.8 p	18.2 p	10.1 p
Q,DW_NEW,RCH_A,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-14.8 	-15.6 	-17.4 	-18.7 	-17.7 	-14.5 	-10.7 	-6.8 	-9.8 	-10.3 	-6.1 	-3.6 	2.3 	7.4 	12.9 	16.6 	17.2 	17.9 	14.2 	12.5 	13.2 	8.2 	5.4 	4.3 	3.8 	5.1 	6.7 	6.2 	8.8 	11.2 	9.8 	9.9 	6.5 	4.2 	3.2 	2.5 	2.6 	2.1 	1.6 	2.1 	2.5 	2.2 	3.2 	5.3 	6.2 	7.8 	9.1 	10.1 	11.0 	11.0 	10.4 	9.2 	8.5 	7.4 p
Q,DW_NEW,RCH_A,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.8 	4.1 	3.4 	2.4 	3.5 	2.7 	1.6 	1.3 	-0.5 	-1.4 	-1.2 	-2.6 	-2.6 	-2.8 	-2.9 	-2.3 	-3.3 	-3.4 	-0.2 	-1.0 	1.0 	1.7 	-0.8 	1.0 	-1.4 	-0.5 	-1.2 	0.2 	1.0 	1.2 	1.6 	0.6 	1.5 	0.5 	1.3 	1.4 	1.0 	2.7 	3.0 	1.8 	4.0 	2.0 	4.0 	5.3 	5.0 	12.1 	2.9 	4.5 	5.3 	0.6 	7.9 	8.8 	5.3 	8.1 p
Q,DW_NEW,RCH_A,LT	: 	: 	: 	: 	: 	: 	: 	: 	22.3 	20.7 	11.6 	1.6 	18.0 	24.9 	14.5 	8.2 	-19.3 	-25.6 	-30.0 	-34.9 	-17.5 	-15.4 	-8.4 	3.0 	6.5 	13.7 	10.8 	9.7 	11.2 	-1.2 	13.8 	9.7 	1.0 	5.5 	-7.9 	-4.6 	-2.3 	5.6 	8.8 	8.5 	10.0 	4.5 	6.5 	0.1 	-2.3 	-1.4 	2.7 	9.9 	11.4 	13.2 	8.2 	7.2 	7.9 	7.5 	7.5 	8.2 	9.0 	6.0 	4.8 	6.1 	4.5 	5.8 	6.2 	8.8 	10.8 	12.5 	17.8 	17.0 	17.7 	22.5 	20.3 	22.2 	20.7 	15.4 	15.9 	10.6 	11.8 	12.2 
Q,DW_NEW,RCH_A,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.8 	8.6 	3.9 	4.9 	4.9 	1.5 	2.3 	1.4 	4.0 	3.5 	7.0 	3.7 	-1.2 	1.9 	2.2 	3.0 	4.6 	5.3 	2.4 	5.6 	7.7 	6.2 	8.4 	8.2 	-1.7 	3.8 	4.1 	4.1 	12.8 	8.2 	7.2 	5.0 	5.3 	7.3 	3.5 	6.3 	6.8 	3.8 	6.1 	5.3 	6.2 	3.6 	7.2 	5.5 	2.1 	11.5 	8.1 	12.4 	19.2 	13.9 	10.8 	14.4 	14.9 	11.5 	10.8 	10.5 	8.6 	9.0 	18.3 	9.4 	-0.4 	2.2 	-7.7 	-7.6 	-5.7 	-4.3 p
Q,DW_NEW,RCH_A,LV	: 	: 	: 	: 	: 	: 	: 	: 	36.4 	22.9 	29.6 	30.0 	12.1 	20.9 	-0.9 	-17.1 	-34.5 	-47.3 	-37.4 	-34.3 	-21.7 	-1.8 	-10.2 	8.7 	12.6 	26.5 	56.2 	37.6 	46.0 	18.2 	6.2 	2.3 	-3.1 	3.8 	1.7 	13.9 	17.1 	20.3 	15.3 	-15.1 	-11.3 	-12.5 	-17.0 	14.6 	6.1 	14.8 	8.3 	1.3 	8.3 	2.2 	13.4 	10.0 	14.6 	8.3 	-2.3 	4.6 	-2.5 	6.2 	19.5 	12.7 	15.6 	9.0 	0.7 	6.4 	-1.5 	0.6 	4.1 	2.2 	5.4 	14.5 	12.3 	19.2 	18.5 	15.6 	15.8 	11.7 	11.1 	11.4 p
Q,DW_NEW,RCH_A,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5.3 	-2.2 	-5.3 	-2.2 	4.0 	0.6 	5.3 	-1.1 	-4.3 	0.2 	-4.5 	0.7 	1.1 	-0.2 	4.7 	6.0 	0.2 	0.0 	-2.9 	-5.4 	0.0 	0.0 	1.4 	6.6 	4.5 	3.8 	8.1 	7.8 	4.4 	6.6 	4.2 	4.8 	4.7 	5.4 	5.5 	5.4 	5.0 	8.8 	4.5 	6.6 	7.3 	5.5 	7.7 	5.5 	4.8 	2.5 	1.5 	1.1 	5.6 	6.3 	6.9 	5.2 	6.1 	8.0 	6.7 	6.6 	7.8 	4.8 	5.2 p	6.2 p	6.6 p	6.9 p
Q,DW_NEW,RCH_A,NL	: 	: 	: 	: 	2.7 	3.5 	2.3 	4.4 	6.9 	4.9 	7.7 	8.6 	1.9 	2.6 	1.1 	-8.4 	-7.2 	-11.7 	-12.0 	-2.5 	-0.7 	2.7 	1.3 	-0.1 	3.3 	-0.1 	0.3 	-3.5 	-11.2 	-7.1 	-10.9 	-2.5 	-3.0 	-5.1 	1.1 	-5.9 	0.3 	1.7 	-2.8 	0.9 	3.0 	5.6 	11.2 	6.5 	3.7 	4.3 	2.5 	5.6 	8.1 	5.1 	7.6 	10.8 	9.1 	11.2 	12.4 	7.3 	8.9 	10.0 	6.4 	8.2 	7.0 	9.2 	11.0 	7.9 	11.5 	10.9 	8.8 	13.0 	12.6 	13.4 	14.4 	11.3 	7.1 	4.1 	1.4 	2.6 	2.0 	0.2 p
Q,DW_NEW,RCH_A,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.4 	6.6 	7.7 	11.6 	6.4 	8.4 	6.6 	5.6 	7.8 	3.4 	5.7 	2.3 	-0.8 	3.4 	3.0 	4.0 	7.3 	5.1 	5.1 	5.7 	3.9 	6.7 	7.5 	10.1 	10.6 	6.5 	2.3 	2.1 	0.6 	-0.3 	4.1 	4.3 	5.9 	9.6 	5.6 	4.2 	4.4 	3.8 	8.5 	5.4 	6.3 	6.2 	6.9 	9.0 	9.8 	6.9 	7.6 	3.7 	5.6 	5.7 	0.5 	6.7 	2.1 	4.8 
